treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Bhaal_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Bhaal_Rag_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Cloth_Magic_Monk_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Cloth_Monk_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Cloth_Magic_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Cloth_Magic_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Cloth_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Cloth_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Cloth_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Cloth_of_Defense",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Jaheira_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_Shar_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Hide_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_G",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_H",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_I",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_Blacksmith",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_Myrkul_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_Minsc",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_Of_Archery",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_Of_Missile_Snaring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_Sock_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_A_Broken",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Bane_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_Drow_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Leather_Drow_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Demon_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Devils_Halfplate_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Githyanki_HalfPlate_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Githyanki_HalfPlate_A_Broken",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Githyanki_HalfPlate_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Githyanki_HalfPlate_Bracer_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_E_Oathbreaker",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_G",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_H",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_I",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_OgrePower",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_HalfPlate_EndGame_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_Ketheric",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Daisy_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_Myrkul_Plate_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_Myrkul_Plate_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_Myrkul_Plate_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_Myrkul_Plate_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_Nightsong",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Metal_Scalemail_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Gloves_Elven_ChainShirt_A",1,0,0,0,0,0,0,0
new treasuretable "AkELkA_Chest_ChaosForge_Z_LostShipment_DEBUG_A_TT"
new treasuretable "AkELKA_Chest_ChaosForge_Capes_A_TT"
new subtable "1,1"
object category "I_ARM_Cloak_Long_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Cloak_Long_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Cloak_Long_C_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Cloak_Long_D",1,0,0,0,0,0,0,0
new treasuretable "AkELKA_Chest_ChaosForge_CampCloth_A_TT"
new subtable "1,1"
object category "I_ARM_Camp_Body_Astarion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Gale",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Halsin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Jaheira",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Karlach",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Laezel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Minsc",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Minthara",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Shadowheart",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body_Wyll",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Camp_Bhaal_Rags_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Camp_Bhaal_Rags_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Camp_Bhaal_Rags_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Camp_Bhaal_Rags_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Camp_Bhaal_Rags_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Camp_Bhaal_Rags_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Prison",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Circus",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Circus_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_UNI_DaisyDress",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_AkELkA_Camp_Dress_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_UNI_DaisyPlaysuit",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_ElegantRobe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Deva",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_B_Teal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_C_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_C_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_C_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Pants",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Refugee",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Refugee_Gray",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Refugee_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Shirt_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Shirt_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Shirt_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Shirt_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Shirt_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I__Vanity_Body_Generic_Rich",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Aristocrat",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Aristocrat_Brown",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Aristocrat_White",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Patriars",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Patriars_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Patriars_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Patriars_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Patriars_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_Gold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_Teal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_B_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_B1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_B1_Beige",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_C_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_C_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_D_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_D_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_D_Puple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_D_White",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_E_GreenPink",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_E_Teal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_F_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G_Bright",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G_Brown",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G2_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G2_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G2_White",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G2_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Cultist",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Drow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Leather",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Leather_Bright",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Leather_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Leather_Rich",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Leather_Rich_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Leather_Rich_Green",1,0,0,0,0,0,0,0
new treasuretable "AkELKA_Chest_ChaosForge_CampCloth_A_Boots_TT"
new subtable "1,1"
object category "I_ARM_Camp_Shoes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals_B_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals_A1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Sandals_A1_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Shoes_Circus",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Deva_Shoes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_Wyll",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_Shadowheart",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_Minthara",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_Minsc",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_Laezel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_Karlach",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_Jaheira",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_Halsin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_Gale",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Shoes_Astarion",1,0,0,0,0,0,0,0
new treasuretable "AkELKA_Chest_ChaosForge_Underwear_A_TT"
new subtable "1,1"
object category "I_ARM_Underwear_Astarion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Halsin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Gale",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Jaheira",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Karlach",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Laezel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Minsc",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Minthara",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Shadowheart",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Wyll",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Dragonborn_Bronze",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Dwarves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Dragonborn",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Dwarves_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Elves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Elves_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Elves_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Githyanki",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Githyanki_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Gnomes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Gnomes_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Halflings",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_HalfOrcs",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_HalfOrcs_Orange",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Humans",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Humans_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Humans_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Incubus",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Underwear_Tieflings",1,0,0,0,0,0,0,0
